id,date,title,amount,transaction_type,category,category_group,special_tag,budget_impact,year,month,day_of_week
1369,2023-06-29,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,6,Thursday
1370,2023-06-29,cầu lông,11000,expense,Cầu lông,Thể thao,,-11000,2023,6,Thursday
1371,2023-06-30,xăng,90000,expense,Di chuyển,Sinh hoạt,,-90000,2023,6,Friday
1372,2023-06-30,khung gắn biển,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,6,Friday
1373,2023-06-30,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,6,Friday
1374,2023-06-30,thuế trước bạ,57000,expense,Di chuyển,Sinh hoạt,,-57000,2023,6,Friday
1375,2023-06-30,nước suối,10000,expense,Cầu lông,Thể thao,,-10000,2023,6,Friday
1376,2023-06-30,cafe cho ba,10000,expense,Gia đình,Xã hội,,-10000,2023,6,Friday
1377,2023-06-30,tiền biển số xe,60000,expense,Di chuyển,Sinh hoạt,,-60000,2023,6,Friday
1378,2023-06-30,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,6,Friday
1379,2023-06-30,iCloud+,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2023,6,Friday
1380,2023-06-30,bảo hiểm xe,86000,expense,Di chuyển,Sinh hoạt,,-86000,2023,6,Friday
1381,2023-07-01,bi da,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2023,7,Saturday
1382,2023-07-01,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,7,Saturday
1383,2023-07-01,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2023,7,Saturday
1384,2023-07-02,ăn sáng với mailoan,50000,expense,Ăn chính,Ăn uống,,-50000,2023,7,Sunday
1385,2023-07-03,ăn sáng,10000,expense,Ăn chính,Ăn uống,,-10000,2023,7,Monday
1386,2023-07-03,đồ chiên,17000,expense,Ăn vặt,Ăn uống,,-17000,2023,7,Monday
1387,2023-07-03,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Monday
1388,2023-07-03,rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,7,Monday
1389,2023-07-03,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,7,Monday
1390,2023-07-03,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,7,Monday
1391,2023-07-04,Cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Tuesday
1392,2023-07-04,bún đậu,60000,expense,Ăn chính,Ăn uống,,-60000,2023,7,Tuesday
1393,2023-07-04,bao cầu lông tường em,5000,expense,Quan hệ xã hội,Xã hội,,-5000,2023,7,Tuesday
1394,2023-07-05,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,7,Wednesday
1395,2023-07-05,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,7,Wednesday
1396,2023-07-05,cầu,11000,expense,Cầu lông,Thể thao,,-11000,2023,7,Wednesday
1397,2023-07-05,quấn càn,24000,expense,Cầu lông,Thể thao,,-24000,2023,7,Wednesday
1398,2023-07-06,xăng xe việt,10000,expense,Di chuyển,Sinh hoạt,,-10000,2023,7,Thursday
1399,2023-07-06,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,7,Thursday
1400,2023-07-07,bánh bao,15000,expense,Ăn chính,Ăn uống,,-15000,2023,7,Friday
1401,2023-07-07,cầu lông,29000,expense,Cầu lông,Thể thao,,-29000,2023,7,Friday
1402,2023-07-08,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2023,7,Saturday
1403,2023-07-08,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,7,Saturday
1404,2023-07-08,rửa xe,16000,expense,Di chuyển,Sinh hoạt,,-16000,2023,7,Saturday
1405,2023-07-09,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2023,7,Sunday
1406,2023-07-09,cầu lông,11000,expense,Cầu lông,Thể thao,,-11000,2023,7,Sunday
1407,2023-07-10,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Monday
1408,2023-07-10,sân cầu,11000,expense,Cầu lông,Thể thao,,-11000,2023,7,Monday
1409,2023-07-10,quán cán,12000,expense,Cầu lông,Thể thao,,-12000,2023,7,Monday
1410,2023-07-11,nạp điện thoại,11000,expense,Quan hệ xã hội,Xã hội,,-11000,2023,7,Tuesday
1411,2023-07-11,21G,59000,expense,Tiện ích,Sinh hoạt,,-59000,2023,7,Tuesday
1412,2023-07-11,đan lưới vợt,160000,expense,Cầu lông,Thể thao,BigM,-160000,2023,7,Tuesday
1413,2023-07-11,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,7,Tuesday
1414,2023-07-11,cafe tuệ tâm sadec,15000,expense,Cà phê,Ăn uống,,-15000,2023,7,Tuesday
1415,2023-07-11,sân cầu,28000,expense,Cầu lông,Thể thao,,-28000,2023,7,Tuesday
1416,2023-07-11,nước mía việt em bao,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Tuesday
1417,2023-07-12,cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Wednesday
1418,2023-07-12,mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Wednesday
1419,2023-07-14,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,7,Friday
1420,2023-07-15,mía,10000,expense,Ăn vặt,Ăn uống,,-10000,2023,7,Saturday
1421,2023-07-15,quấn cán,12000,expense,Cầu lông,Thể thao,,-12000,2023,7,Saturday
1422,2023-07-15,cầu lông,29000,expense,Cầu lông,Thể thao,,-29000,2023,7,Saturday
1423,2023-07-16,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,7,Sunday
1424,2023-07-16,nước mía 11,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Sunday
1425,2023-07-16,cầu lông,16000,expense,Cầu lông,Thể thao,,-16000,2023,7,Sunday
1426,2023-07-16,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2023,7,Sunday
1427,2023-07-18,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,7,Tuesday
1428,2023-07-18,chuối chiên + bánh tiêu,11000,expense,Ăn vặt,Ăn uống,,-11000,2023,7,Tuesday
1429,2023-07-19,vợt cầu lông Mizuno,1750000,expense,Cầu lông,Thể thao,BigM,-1750000,2023,7,Wednesday
1430,2023-07-19,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,7,Wednesday
1431,2023-07-19,cầu lông,34000,expense,Cầu lông,Thể thao,,-34000,2023,7,Wednesday
1432,2023-07-19,ăn sáng với ba,21000,expense,Ăn chính,Ăn uống,,-21000,2023,7,Wednesday
1433,2023-07-19,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2023,7,Wednesday
1434,2023-07-19,lưới 66U,180000,expense,Cầu lông,Thể thao,BigM,-180000,2023,7,Wednesday
1435,2023-07-19,cafe cần thơ,19000,expense,Cà phê,Ăn uống,,-19000,2023,7,Wednesday
1436,2023-07-19,mượn việt em: việt đền tiền gãy vợt,100000,income,Anh em,Thu nhập,,100000,2023,7,Wednesday
1437,2023-07-20,cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Thursday
1438,2023-07-20,giày cầu lông,768000,expense,Cầu lông,Thể thao,BigM,-768000,2023,7,Thursday
1439,2023-07-21,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,7,Friday
1440,2023-07-21,sân cầu,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Friday
1441,2023-07-22,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,7,Saturday
1442,2023-07-22,nước quán mai,30000,expense,Quan hệ xã hội,Xã hội,,-30000,2023,7,Saturday
1443,2023-07-22,bún đậu,55000,expense,Ăn chính,Ăn uống,,-55000,2023,7,Saturday
1444,2023-07-22,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,7,Saturday
1445,2023-07-22,tiền cầu đánh giải huyện,310000,income,Lương,Thu nhập,,310000,2023,7,Saturday
1446,2023-07-23,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,7,Sunday
1447,2023-07-23,phí rút tiền,1079,expense,Tiện ích,Sinh hoạt,,-1079,2023,7,Sunday
1448,2023-07-23,bi da béo,10000,expense,Bi-da,Thể thao,,-10000,2023,7,Sunday
1449,2023-07-23,sân,5000,expense,Cầu lông,Thể thao,,-5000,2023,7,Sunday
1450,2023-07-23,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Sunday
1451,2023-07-23,iCloud+,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2023,7,Sunday
1452,2023-07-23,nước suối,10000,expense,Ăn vặt,Ăn uống,,-10000,2023,7,Sunday
1453,2023-07-23,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,7,Sunday
1454,2023-07-24,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2023,7,Monday
1455,2023-07-24,mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Monday
1456,2023-07-24,quấn cán bảo,17000,expense,Quan hệ xã hội,Xã hội,,-17000,2023,7,Monday
1457,2023-07-24,cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Monday
1458,2023-07-24,chuối chiên,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Monday
1459,2023-07-25,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Tuesday
1460,2023-07-25,chuối chiên,6000,expense,Ăn vặt,Ăn uống,,-6000,2023,7,Tuesday
1461,2023-07-25,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,7,Tuesday
1462,2023-07-25,bi da,16000,expense,Giải trí,Giải trí,,-16000,2023,7,Tuesday
1463,2023-07-25,hớt tóc,40000,expense,Cơ thể,Thể thao,,-40000,2023,7,Tuesday
1464,2023-07-25,cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Tuesday
1465,2023-07-26,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,7,Wednesday
1466,2023-07-26,cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,7,Wednesday
1467,2023-07-27,sân cầu,17000,expense,Cầu lông,Thể thao,,-17000,2023,7,Thursday
1468,2023-07-29,bù tiền cho thầy định,1000,expense,Quan hệ xã hội,Xã hội,,-1000,2023,7,Saturday
1469,2023-07-29,lưới 66U,190000,expense,Cầu lông,Thể thao,BigM,-190000,2023,7,Saturday
1470,2023-07-29,hàn vợt,120000,expense,Cầu lông,Thể thao,BigM,-120000,2023,7,Saturday
1471,2023-07-29,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,7,Saturday
1472,2023-07-30,cầu lông,28000,expense,Cầu lông,Thể thao,,-28000,2023,7,Sunday
1473,2023-07-30,nước trà dầu,22000,expense,Quan hệ xã hội,Xã hội,,-22000,2023,7,Sunday
1474,2023-07-30,Mẹ cho tiền tháng 7,1392000,income,Gia đình,Thu nhập,,1392000,2023,7,Sunday
1475,2023-08-01,bánh tráng,6000,expense,Ăn vặt,Ăn uống,,-6000,2023,8,Tuesday
1476,2023-08-01,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,8,Tuesday
1477,2023-08-01,trà dâu mr.bean,20000,expense,Quan hệ xã hội,Xã hội,,-20000,2023,8,Tuesday
1478,2023-08-02,cầu lông,70000,expense,Cầu lông,Thể thao,,-70000,2023,8,Wednesday
1479,2023-08-03,nước mía,10000,expense,Ăn vặt,Ăn uống,,-10000,2023,8,Thursday
1480,2023-08-04,ăn sáng,11000,expense,Ăn chính,Ăn uống,,-11000,2023,8,Friday
1481,2023-08-04,cầu lông,20000,expense,Cầu lông,Thể thao,,-20000,2023,8,Friday
1482,2023-08-05,21G - kiên chuyển,60000,expense,Tiện ích,Sinh hoạt,,-60000,2023,8,Saturday
1483,2023-08-05,cầu lông,10000,expense,Cầu lông,Thể thao,,-10000,2023,8,Saturday
1484,2023-08-05,đăng ký nguyện vọng,180000,expense,Học tập,Học tập,BigM,-180000,2023,8,Saturday
1485,2023-08-05,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,8,Saturday
1486,2023-08-05,béo bao tiền cầu,10000,income,Anh em,Thu nhập,,10000,2023,8,Saturday
1487,2023-08-06,vớ,25000,expense,Cầu lông,Thể thao,,-25000,2023,8,Sunday
1488,2023-08-06,cầu lông,11000,expense,Cầu lông,Thể thao,,-11000,2023,8,Sunday
1489,2023-08-07,cầu lông,23000,expense,Cầu lông,Thể thao,,-23000,2023,8,Monday
1490,2023-08-08,tiền photo bà cả tàu,4000,expense,Tiện ích,Sinh hoạt,,-4000,2023,8,Tuesday
1491,2023-08-08,xăng,63000,expense,Di chuyển,Sinh hoạt,,-63000,2023,8,Tuesday
1492,2023-08-08,cầu lông,17000,expense,Cầu lông,Thể thao,,-17000,2023,8,Tuesday
1493,2023-08-09,sân cầu,23000,expense,Cầu lông,Thể thao,,-23000,2023,8,Wednesday
1494,2023-08-09,nước sân cầu,10000,expense,Cầu lông,Thể thao,,-10000,2023,8,Wednesday
1495,2023-08-09,bao béo sân cầu,17000,expense,Quan hệ xã hội,Xã hội,,-17000,2023,8,Wednesday
1496,2023-08-10,sân cầu,11000,expense,Cầu lông,Thể thao,,-11000,2023,8,Thursday
1497,2023-08-12,chuối chiên,12000,expense,Ăn chính,Ăn uống,,-12000,2023,8,Saturday
1498,2023-08-12,cầu lông,28000,expense,Cầu lông,Thể thao,,-28000,2023,8,Saturday
1499,2023-08-12,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,8,Saturday
1500,2023-08-12,tường mượn đánh cầu,28000,expense,Quan hệ xã hội,Xã hội,,-28000,2023,8,Saturday
1501,2023-08-14,cà phê milano cả tàu,12000,expense,Cà phê,Ăn uống,,-12000,2023,8,Monday
1502,2023-08-14,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,8,Monday
1503,2023-08-14,nạp tiền cho a3,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2023,8,Monday
1504,2023-08-14,làm lại sim,25000,expense,Gia đình,Xã hội,,-25000,2023,8,Monday
1505,2023-08-14,cầu lông,46000,expense,Cầu lông,Thể thao,,-46000,2023,8,Monday
1506,2023-08-15,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,8,Tuesday
1507,2023-08-15,tiền sân cầu,16000,expense,Cầu lông,Thể thao,,-16000,2023,8,Tuesday
1508,2023-08-16,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,8,Wednesday
1509,2023-08-19,phí rút tiền,1091,expense,Tiện ích,Sinh hoạt,,-1091,2023,8,Saturday
1510,2023-08-19,xăng,100000,expense,Di chuyển,Sinh hoạt,,-100000,2023,8,Saturday
1511,2023-08-19,phi béo trả tiền đổ xăng,56000,income,Anh em,Thu nhập,,56000,2023,8,Saturday
1512,2023-08-20,sân cầu,18000,expense,Cầu lông,Thể thao,,-18000,2023,8,Sunday
1513,2023-08-22,photo,7000,expense,Học tập,Học tập,,-7000,2023,8,Tuesday
1514,2023-08-22,in hình 3x4,15000,expense,Học tập,Học tập,,-15000,2023,8,Tuesday
1515,2023-08-22,bánh mì ăn sáng,4000,expense,Ăn chính,Ăn uống,,-4000,2023,8,Tuesday
1516,2023-08-24,thuốc sức lác,30000,expense,Cơ thể,Thể thao,,-30000,2023,8,Thursday
1517,2023-08-24,cơm tắm,20000,expense,Ăn chính,Ăn uống,,-20000,2023,8,Thursday
1518,2023-08-24,công chứng,16000,expense,Học tập,Học tập,,-16000,2023,8,Thursday
1519,2023-08-24,khổ trang đen,30000,expense,Tiện ích,Sinh hoạt,,-30000,2023,8,Thursday
1520,2023-08-24,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,8,Thursday
1521,2023-08-24,iCloud+,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2023,8,Thursday
1522,2023-08-24,tiền bo quán mốc,17000,income,Lương,Thu nhập,,17000,2023,8,Thursday
1523,2023-08-26,sữa tươi cafe,12000,expense,Cà phê,Ăn uống,,-12000,2023,8,Saturday
1524,2023-08-27,phở,30000,expense,Ăn chính,Ăn uống,,-30000,2023,8,Sunday
1525,2023-08-27,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2023,8,Sunday
1526,2023-08-27,sân cầu tân hội,30000,expense,Cầu lông,Thể thao,,-30000,2023,8,Sunday
1527,2023-08-27,đang lưới vợt việt em,87000,expense,Cầu lông,Thể thao,,-87000,2023,8,Sunday
1528,2023-08-29,học phí 1-I,7658000,expense,Học tập,Học tập,BigY,-7658000,2023,8,Tuesday
1529,2023-08-29,viết,5000,expense,Học tập,Học tập,,-5000,2023,8,Tuesday
1530,2023-08-29,bánh mì + sữa tươi ăn sáng,25000,expense,Ăn chính,Ăn uống,,-25000,2023,8,Tuesday
1531,2023-08-29,hủ tiếu gầm cầu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,8,Tuesday
1532,2023-08-29,phí phát hành thẻ,22000,expense,Tiện ích,Sinh hoạt,,-22000,2023,8,Tuesday
1533,2023-08-29,bìa hồ sơ nhập học,5000,expense,Học tập,Học tập,,-5000,2023,8,Tuesday
1534,2023-08-29,gửi xe ctu,2000,expense,Học tập,Học tập,,-2000,2023,8,Tuesday
1535,2023-08-29,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,8,Tuesday
1536,2023-08-29,Mẹ cho tiền tháng 8,1336000,income,Gia đình,Thu nhập,,1336000,2023,8,Tuesday
1537,2023-08-29,mẹ cho tiền đống tiền học,18100000,income,Gia đình,Thu nhập,BigY,18100000,2023,8,Tuesday
1538,2023-08-31,tai nghe dây của kiên,50000,expense,Tiện ích,Sinh hoạt,,-50000,2023,8,Thursday
1539,2023-09-01,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,9,Friday
1540,2023-09-01,cafe cacao mộc,14000,expense,Cà phê,Ăn uống,,-14000,2023,9,Friday
1541,2023-09-01,sân cầu,10000,expense,Cầu lông,Thể thao,,-10000,2023,9,Friday
1542,2023-09-01,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,9,Friday
1543,2023-09-01,chuối chiên,12000,expense,Ăn chính,Ăn uống,,-12000,2023,9,Friday
1544,2023-09-01,vớ,25000,expense,Cầu lông,Thể thao,,-25000,2023,9,Friday
1545,2023-09-01,trà sữa nhờ Kiệt,30000,expense,Quan hệ xã hội,Xã hội,,-30000,2023,9,Friday
1546,2023-09-01,sân cầu + nước,21000,expense,Cầu lông,Thể thao,,-21000,2023,9,Friday
1547,2023-09-02,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Saturday
1548,2023-09-03,hủ tiếu,20000,expense,Ăn chính,Ăn uống,,-20000,2023,9,Sunday
1549,2023-09-04,cầu lông tân hội + nước,33000,expense,Cầu lông,Thể thao,,-33000,2023,9,Monday
1550,2023-09-04,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Monday
1551,2023-09-06,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2023,9,Wednesday
1552,2023-09-06,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Wednesday
1553,2023-09-06,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Wednesday
1554,2023-09-06,cầu lông + nước,49000,expense,Cầu lông,Thể thao,,-49000,2023,9,Wednesday
1555,2023-09-06,trả tiền cho việt,5000,expense,Quan hệ xã hội,Xã hội,,-5000,2023,9,Wednesday
1556,2023-09-06,lương tháng mộc tháng 8,2244000,income,Lương,Thu nhập,,2244000,2023,9,Wednesday
1557,2023-09-07,vớ,25000,expense,Cầu lông,Thể thao,,-25000,2023,9,Thursday
1558,2023-09-07,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Thursday
1559,2023-09-07,cầu lông,47000,expense,Cầu lông,Thể thao,,-47000,2023,9,Thursday
1560,2023-09-07,bánh mì heo quay,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Thursday
1561,2023-09-08,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Friday
1562,2023-09-08,4g tháng 9,60000,expense,Tiện ích,Sinh hoạt,,-60000,2023,9,Friday
1563,2023-09-08,cốt cán,27000,expense,Cầu lông,Thể thao,,-27000,2023,9,Friday
1564,2023-09-08,cafe quán mộc,11000,expense,Cà phê,Ăn uống,,-11000,2023,9,Friday
1565,2023-09-08,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,9,Friday
1566,2023-09-09,hớt tóc,40000,expense,Cơ thể,Thể thao,,-40000,2023,9,Saturday
1567,2023-09-09,cơm sườn buổi chiều,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Saturday
1568,2023-09-09,keo vuốt tốc,219020,expense,Quần áo,Cá nhân,BigM,-219020,2023,9,Saturday
1569,2023-09-09,xăng,120000,expense,Di chuyển,Sinh hoạt,,-120000,2023,9,Saturday
1570,2023-09-09,mua thuốc cho mẹ,6000,expense,Gia đình,Xã hội,,-6000,2023,9,Saturday
1571,2023-09-09,card điện thoại,10000,expense,Tiện ích,Sinh hoạt,,-10000,2023,9,Saturday
1572,2023-09-10,cơm sườn cho tía,25000,expense,Gia đình,Xã hội,,-25000,2023,9,Sunday
1573,2023-09-10,quần dài đen đi học,130000,expense,Quần áo,Cá nhân,,-130000,2023,9,Sunday
1574,2023-09-10,gửi xe,2000,expense,Học tập,Học tập,,-2000,2023,9,Sunday
1575,2023-09-10,yaourt đá mộc,14000,expense,Quan hệ xã hội,Xã hội,,-14000,2023,9,Sunday
1576,2023-09-10,chuối chiên,11000,expense,Ăn chính,Ăn uống,,-11000,2023,9,Sunday
1577,2023-09-10,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Sunday
1578,2023-09-11,bánh mì + sữa tươi ăn sáng,24000,expense,Ăn chính,Ăn uống,,-24000,2023,9,Monday
1579,2023-09-11,card đt,10000,expense,Tiện ích,Sinh hoạt,,-10000,2023,9,Monday
1580,2023-09-11,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Monday
1581,2023-09-11,cơm sườn sadec,27000,expense,Ăn chính,Ăn uống,,-27000,2023,9,Monday
1582,2023-09-11,sân cầu,25000,expense,Cầu lông,Thể thao,,-25000,2023,9,Monday
1583,2023-09-11,card cho mẹ,10000,expense,Gia đình,Xã hội,,-10000,2023,9,Monday
1584,2023-09-11,mì hảo hảo,12000,expense,Ăn chính,Ăn uống,,-12000,2023,9,Monday
1585,2023-09-11,trà chanh tân hội,10000,expense,Cầu lông,Thể thao,,-10000,2023,9,Monday
1586,2023-09-12,sân cầu,27000,expense,Cầu lông,Thể thao,,-27000,2023,9,Tuesday
1587,2023-09-12,bánh mì que,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Tuesday
1588,2023-09-12,photo bằng,4000,expense,Học tập,Học tập,,-4000,2023,9,Tuesday
1589,2023-09-12,nước suối,10000,expense,Tiện ích,Sinh hoạt,,-10000,2023,9,Tuesday
1590,2023-09-12,nước trà chanh tân hội,10000,expense,Cầu lông,Thể thao,,-10000,2023,9,Tuesday
1591,2023-09-13,công chứng,8000,expense,Học tập,Học tập,,-8000,2023,9,Wednesday
1592,2023-09-13,sân cầu canther,45000,expense,Cầu lông,Thể thao,,-45000,2023,9,Wednesday
1593,2023-09-13,gửi xe ctu,2000,expense,Học tập,Học tập,,-2000,2023,9,Wednesday
1594,2023-09-13,xăng,70000,expense,Di chuyển,Sinh hoạt,,-70000,2023,9,Wednesday
1595,2023-09-13,cơm sườn cần thơ,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Wednesday
1596,2023-09-14,cầu lông,33000,expense,Cầu lông,Thể thao,,-33000,2023,9,Thursday
1597,2023-09-14,cho việt nhỏ trả tiền cầu,2000,expense,Quan hệ xã hội,Xã hội,,-2000,2023,9,Thursday
1598,2023-09-14,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,9,Thursday
1599,2023-09-14,bình đun siêu tốc,135100,expense,Nhà ở,Sinh hoạt,BigM,-135100,2023,9,Thursday
1600,2023-09-15,tiền sân cầu,23000,expense,Cầu lông,Thể thao,,-23000,2023,9,Friday
1601,2023-09-15,đan vợt,140000,expense,Cầu lông,Thể thao,BigM,-140000,2023,9,Friday
1602,2023-09-15,quấn cán,22000,expense,Cầu lông,Thể thao,,-22000,2023,9,Friday
1603,2023-09-17,lục giác,80000,expense,Tiện ích,Sinh hoạt,,-80000,2023,9,Sunday
1604,2023-09-17,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Sunday
1605,2023-09-17,lăng nách,67000,expense,Tiện ích,Sinh hoạt,,-67000,2023,9,Sunday
1606,2023-09-17,sân cầu,25000,expense,Cầu lông,Thể thao,,-25000,2023,9,Sunday
1607,2023-09-17,cơm sườn ct1,20000,expense,Ăn chính,Ăn uống,,-20000,2023,9,Sunday
1608,2023-09-17,bánh mì que,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Sunday
1609,2023-09-17,dầu gọi đầu,70000,expense,Tiện ích,Sinh hoạt,,-70000,2023,9,Sunday
1610,2023-09-17,sữa tươi,34000,expense,Ăn chính,Ăn uống,,-34000,2023,9,Sunday
1611,2023-09-17,chiều,60000,expense,Nhà ở,Sinh hoạt,,-60000,2023,9,Sunday
1612,2023-09-17,gửi xe,2000,expense,Học tập,Học tập,,-2000,2023,9,Sunday
1613,2023-09-17,mẹ cho tiền ăn,1650000,income,Gia đình,Thu nhập,,1650000,2023,9,Sunday
1614,2023-09-18,gửi xe hoàn lại khi có thẻ sv,50000,expense,Nhà ở,Sinh hoạt,,-50000,2023,9,Monday
1615,2023-09-18,tiền làm thẻ gửi xe,88000,expense,Nhà ở,Sinh hoạt,,-88000,2023,9,Monday
1616,2023-09-18,cơm sườn ct2,20000,expense,Ăn chính,Ăn uống,,-20000,2023,9,Monday
1617,2023-09-18,gửi xe,2000,expense,Học tập,Học tập,,-2000,2023,9,Monday
1618,2023-09-18,nước suối,7000,expense,Quan hệ xã hội,Xã hội,,-7000,2023,9,Monday
1619,2023-09-18,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Monday
1620,2023-09-18,sao chìa khóa phòng,20000,expense,Nhà ở,Sinh hoạt,,-20000,2023,9,Monday
1621,2023-09-18,cafe bờ sông,15000,expense,Cà phê,Ăn uống,,-15000,2023,9,Monday
1622,2023-09-18,cơm sườn ăn trưa,30000,expense,Ăn chính,Ăn uống,,-30000,2023,9,Monday
1623,2023-09-18,ổ khóa tủ,70000,expense,Nhà ở,Sinh hoạt,,-70000,2023,9,Monday
1624,2023-09-19,gửi xe,2000,expense,Học tập,Học tập,,-2000,2023,9,Tuesday
1625,2023-09-19,sân cầu,45000,expense,Cầu lông,Thể thao,,-45000,2023,9,Tuesday
1626,2023-09-19,cơm trưa,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Tuesday
1627,2023-09-19,khăn giấy,7000,expense,Tiện ích,Sinh hoạt,,-7000,2023,9,Tuesday
1628,2023-09-19,bánh mì heo quay,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Tuesday
1629,2023-09-20,cơm gà chiên,20000,expense,Ăn chính,Ăn uống,,-20000,2023,9,Wednesday
1630,2023-09-20,quạt,18000,expense,Nhà ở,Sinh hoạt,,-18000,2023,9,Wednesday
1631,2023-09-20,cơm chiên dương châu,30000,expense,Ăn chính,Ăn uống,,-30000,2023,9,Wednesday
